district,amphoe,province,zipcode,district_code,amphoe_code,province_code
ลำพยา,เมืองนครปฐม,นครปฐม,73000,730119,7301,73
วังตะกู,เมืองนครปฐม,นครปฐม,73000,730112,7301,73
วังเย็น,เมืองนครปฐม,นครปฐม,73000,730117,7301,73
สนามจันทร์,เมืองนครปฐม,นครปฐม,73000,730107,7301,73
สระกะเทียม,เมืองนครปฐม,นครปฐม,73000,730120,7301,73
สวนป่าน,เมืองนครปฐม,นครปฐม,73000,730121,7301,73
สามควายเผือก,เมืองนครปฐม,นครปฐม,73000,730114,7301,73
หนองงูเหลือม,เมืองนครปฐม,นครปฐม,73000,730124,7301,73
หนองดินแดง,เมืองนครปฐม,นครปฐม,73000,730116,7301,73
หนองปากโลง,เมืองนครปฐม,นครปฐม,73000,730113,7301,73
ห้วยจรเข้,เมืองนครปฐม,นครปฐม,73000,730122,7301,73
โพรงมะเดื่อ,เมืองนครปฐม,นครปฐม,73000,730118,7301,73
ท่าจำปา,ท่าอุเทน,นครพนม,48120,480303,4803,48
ท่าอุเทน,ท่าอุเทน,นครพนม,48120,480301,4803,48
พนอม,ท่าอุเทน,นครพนม,48120,480305,4803,48
พะทาย,ท่าอุเทน,นครพนม,48120,480306,4803,48
รามราช,ท่าอุเทน,นครพนม,48120,480312,4803,48
หนองเทา,ท่าอุเทน,นครพนม,48120,480314,4803,48
เวินพระบาท,ท่าอุเทน,นครพนม,48120,480311,4803,48
โนนตาล,ท่าอุเทน,นครพนม,48120,480302,4803,48
ไชยบุรี,ท่าอุเทน,นครพนม,48120,480304,4803,48
กุดฉิม,ธาตุพนม,นครพนม,48110,480511,4805,48
ดอนนางหงส์,ธาตุพนม,นครพนม,48110,480507,4805,48
ธาตุพนม,ธาตุพนม,นครพนม,48110,480501,4805,48
ธาตุพนมเหนือ,ธาตุพนม,นครพนม,48110,480512,4805,48
นาถ่อน,ธาตุพนม,นครพนม,48110,480505,4805,48
นาหนาด,ธาตุพนม,นครพนม,48110,480510,4805,48
น้ำก่ำ,ธาตุพนม,นครพนม,48110,480508,4805,48
ฝั่งแดง,ธาตุพนม,นครพนม,48110,480502,4805,48
พระกลางทุ่ง,ธาตุพนม,นครพนม,48110,480504,4805,48
อุ่มเหม้า,ธาตุพนม,นครพนม,48110,480509,4805,48
แสนพัน,ธาตุพนม,นครพนม,48110,480506,4805,48
โพนแพง,ธาตุพนม,นครพนม,48110,480503,4805,48
ดอนเตย,นาทม,นครพนม,48140,480407,4811,48
นาทม,นาทม,นครพนม,48140,480405,4811,48
หนองซน,นาทม,นครพนม,48140,480406,4811,48
ท่าเรือ,นาหว้า,นครพนม,48180,480906,4809,48
นาคูณใหญ่,นาหว้า,นครพนม,48180,480904,4809,48
นางัว,นาหว้า,นครพนม,48180,480408,4809,48
นาหว้า,นาหว้า,นครพนม,48180,480901,4809,48
บ้านเสียว,นาหว้า,นครพนม,48180,480903,4809,48
เหล่าพัฒนา,นาหว้า,นครพนม,48180,480905,4809,48
ก้านเหลือง,นาแก,นครพนม,48130,480707,4807,48
คำพี้,นาแก,นครพนม,48130,480713,4807,48
นาคู่,นาแก,นครพนม,48130,480704,4807,48
นาเลียง,นาแก,นครพนม,48130,480709,4807,48
นาแก,นาแก,นครพนม,48130,480701,4807,48
บ้านแก้ง,นาแก,นครพนม,48130,480712,4807,48
พระซอง,นาแก,นครพนม,48130,480702,4807,48
พิมาน,นาแก,นครพนม,48130,480705,4807,48
พุ่มแก,นาแก,นครพนม,48130,480706,4807,48
สีชมพู,นาแก,นครพนม,48130,480715,4807,48
หนองบ่อ,นาแก,นครพนม,48130,480708,4807,48
หนองสังข์,นาแก,นครพนม,48130,480703,4807,48
นางัว,บ้านแพง,นครพนม,48140,480408,4804,48
นาเข,บ้านแพง,นครพนม,48140,480409,4804,48
บ้านแพง,บ้านแพง,นครพนม,48140,480401,4804,48
หนองแวง,บ้านแพง,นครพนม,48140,480404,4804,48
โพนทอง,บ้านแพง,นครพนม,48140,480403,4804,48
ไผ่ล้อม,บ้านแพง,นครพนม,48140,480402,4804,48
กุตาไก้,ปลาปาก,นครพนม,48160,480203,4802,48
นามะเขือ,ปลาปาก,นครพนม,48160,480207,4802,48
ปลาปาก,ปลาปาก,นครพนม,48160,480201,4802,48
มหาชัย,ปลาปาก,นครพนม,48160,480206,4802,48
หนองฮี,ปลาปาก,นครพนม,48160,480202,4802,48
หนองเทาใหญ่,ปลาปาก,นครพนม,48160,480208,4802,48
โคกสว่าง,ปลาปาก,นครพนม,48160,480204,4802,48
โคกสูง,ปลาปาก,นครพนม,48160,480205,4802,48
ยอดชาด,วังยาง,นครพนม,48130,480714,4812,48
วังยาง,วังยาง,นครพนม,48130,480711,4812,48
หนองโพธิ์,วังยาง,นครพนม,48130,480716,4812,48
โคกสี,วังยาง,นครพนม,48130,480710,4812,48
ท่าบ่อสงคราม,ศรีสงคราม,นครพนม,48150,480805,4808,48
นาคำ,ศรีสงคราม,นครพนม,48150,480807,4808,48
นาเดื่อ,ศรีสงคราม,นครพนม,48150,480802,4808,48
บ้านข่า,ศรีสงคราม,นครพนม,48150,480806,4808,48
บ้านเอื้อง,ศรีสงคราม,นครพนม,48150,480803,4808,48
ศรีสงคราม,ศรีสงคราม,นครพนม,48150,480801,4808,48
สามผง,ศรีสงคราม,นครพนม,48150,480804,4808,48
หาดแพง,ศรีสงคราม,นครพนม,48150,480809,4808,48
โพนสว่าง,ศรีสงคราม,นครพนม,48150,480808,4808,48
กุรุคุ,เมืองนครพนม,นครพนม,48000,480105,4801,48
ขามเฒ่า,เมืองนครพนม,นครพนม,48000,480108,4801,48
คำเตย,เมืองนครพนม,นครพนม,48000,480111,4801,48
ดงขวาง,เมืองนครพนม,นครพนม,48000,480113,4801,48
ท่าค้อ,เมืองนครพนม,นครพนม,48000,480110,4801,48
นาทราย,เมืองนครพนม,นครพนม,48000,480103,4801,48
นาราชควาย,เมืองนครพนม,นครพนม,48000,480104,4801,48
บ้านกลาง,เมืองนครพนม,นครพนม,48000,480109,4801,48
บ้านผึ้ง,เมืองนครพนม,นครพนม,48000,480106,4801,48
วังตามัว,เมืองนครพนม,นครพนม,48000,480114,4801,48
หนองญาติ,เมืองนครพนม,นครพนม,48000,480112,4801,48
หนองแสง,เมืองนครพนม,นครพนม,48000,480102,4801,48
อาจสามารถ,เมืองนครพนม,นครพนม,48000,480107,4801,48
โพธิ์ตาก,เมืองนครพนม,นครพนม,48000,480115,4801,48
ในเมือง,เมืองนครพนม,นครพนม,48000,480101,4801,48
ท่าลาด,เรณูนคร,นครพนม,48170,480603,4806,48
นาขาม,เรณูนคร,นครพนม,48170,480609,4806,48
นางาม,เรณูนคร,นครพนม,48170,480604,4806,48
หนองย่างชิ้น,เรณูนคร,นครพนม,48170,480607,4806,48
เรณู,เรณูนคร,นครพนม,48170,480601,4806,48
เรณูใต้,เรณูนคร,นครพนม,48170,480608,4806,48
โคกหินแฮ่,เรณูนคร,นครพนม,48170,480605,4806,48
โพนทอง,เรณูนคร,นครพนม,48170,480403,4806,48
นาขมิ้น,โพนสวรรค์,นครพนม,48190,480307,4810,48
นาหัวบ่อ,โพนสวรรค์,นครพนม,48190,480313,4810,48
นาใน,โพนสวรรค์,นครพนม,48190,481007,4810,48
บ้านค้อ,โพนสวรรค์,นครพนม,48190,480310,4810,48
โพนจาน,โพนสวรรค์,นครพนม,48190,481006,4810,48
โพนบก,โพนสวรรค์,นครพนม,48190,480308,4810,48
โพนสวรรค์,โพนสวรรค์,นครพนม,48190,480309,4810,48
ขามทะเลสอ,ขามทะเลสอ,นครราชสีมา,30280,301901,3019,30
บึงอ้อ,ขามทะเลสอ,นครราชสีมา,30280,301905,3019,30
พันดุง,ขามทะเลสอ,นครราชสีมา,30280,301903,3019,30
หนองสรวง,ขามทะเลสอ,นครราชสีมา,30280,301904,3019,30
โป่งแดง,ขามทะเลสอ,นครราชสีมา,30280,301902,3019,30
